Author,Title,Description,Genre,Banned
"Lisa, Jewell",Invisible Girl: A Novel,"Owen Pick’s life is falling apart.  In his thirties, a virgin, and living in his aunt’s spare bedroom, he has just been suspended from his job as a geography teacher after accusations of sexual misconduct, which he strongly denies. Searching for professional advice online, he is inadvertently sucked into the dark world of incel—involuntary celibate—forums, where he meets the charismatic, mysterious, and sinister Bryn.  Across the street from Owen lives the Fours family, headed by mom Cate, a physiotherapist, and dad Roan, a child psychologist. But the Fours family have a bad feeling about their neighbor Owen. He’s a bit creepy and their teenaged daughter swears he followed her home from the train station one night.  Meanwhile, young Saffyre Maddox spent three years as a patient of Roan Fours. Feeling abandoned when their therapy ends, she searches for other ways to maintain her connection with him, following him in the shadows and learning more than she wanted to know about Roan and his family. Then, on Valentine’s night, Saffyre Maddox disappears—and the last person to see her alive is Owen Pick.","nullThriller, Mystery, Fiction, Mystery Thriller, Audiobook, Suspense, Crime",1
"Noelle, Stevenson",The Fire Never Goes Out: A Memoir in Pictures,"From N.D. Stevenson, the New York Times bestselling author-illustrator of Nimona, comes a captivating, honest illustrated memoir that finds his turning an important corner in his creative journey—and inviting readers along for the ride.  In a collection of essays and personal mini-comics that span eight years of his young adult life, author-illustrator N.D. Stevenson charts the highs and lows of being a creative human in the world. Whether it’s hearing the wrong name called at his art school graduation ceremony or becoming a National Book Award finalist for his debut graphic novel, , N.D. captures the little and big moments that make up a real life, with a wit, wisdom, and vulnerability that are all his own.","nullGraphic Novels, Nonfiction, Memoir, LGBT, Queer, Mental Health, Graphic Novels Comics",1
"Charlene Willing, McManis",Indian No More,"Regina Petit's family has always been Umpqua, and living on the Grand Ronde reservation is all ten-year-old Regina has ever known. Her biggest worry is that Sasquatch may actually exist out in the forest. But when the federal government signs a bill into law that says Regina's tribe no longer exists, Regina becomes ""Indian no more"" overnight--even though she was given a number by the Bureau of Indian Affairs that counted her as Indian, even though she lives with her tribe and practices tribal customs, and even though her ancestors were Indian for countless generations.  With no good jobs available in Oregon, Regina's father signs the family up for the Indian Relocation program and moves them to Los Angeles. Regina finds a whole new world in her neighborhood on 58th Place. She's never met kids of other races, and they've never met a real Indian. For the first time in her life, Regina comes face to face with the viciousness of racism, personally and toward her new friends.  Meanwhile, her father believes that if he works hard, their family will be treated just like white Americans. But it's not that easy. It's 1957 during the Civil Rights Era. The family struggles without their tribal community and land. At least Regina has her grandmother, Chich, and her stories. At least they are all together.  In this moving middle-grade novel drawing upon Umpqua author Charlene Willing McManis's own tribal history, Regina must find out: Who is Regina Petit? Is she Indian? Is she American? And will she and her family ever be okay?","nullHistorical Fiction, Middle Grade, Native American, Fiction, Historical, Indigenous, Family",1
"Julie Anne, Peters",Rage: A Love Story,"A National Book Award Finalist offers an intense portrait of an abusive relationship.  Johanna is steadfast, patient, reliable; the go-to girl, the one everyone can count on. But always being there for others can’t give Johanna everything she needs—it can’t give her Reeve Hartt.  Reeve is fierce, beautiful, wounded, elusive; a flame that draws Johanna’s fluttering moth. Johanna is determined to get her, against all advice, and to help her, against all reason. But love isn’t always reasonable, right?  In the precarious place where attraction and need collide, a teenager experiences the dark side of a first love, and struggles to find her way into a new light.","nullLGBT, Young Adult, Fiction, Queer, Lesbian, Romance, Abuse",1
"Alex, Bertie",Trans Mission: My Quest to a Beard,"Being a teenager is difficult enough, but having to go through puberty whilst realising you're in the wrong body means dealing with a whole new set of problems: bullying, self-doubt and in some cases facing a physical and medical transition.  Alex is an ordinary teenager: he likes pugs, donuts, retro video games and he sleeps with his socks on. He's also transgender, and was born female. He's been living as a male for the past few years and he has recently started his physical transition.  Throughout this book, Alex will share what it means to be in his shoes, as well as his personal advice to other trans teens. Above all, he will show you that every step in his transition is another step towards happiness. This is an important and positive book, a heart-warming coming-of-age memoir with a broad appeal.","nullNonfiction, LGBT, Memoir, Queer, Transgender, Biography, Gender",1
Mark Twain,Adventures of Huckleberry Finn,"These literary masterpieces are made easy and interesting. This series features classic tales retold with color illustrations to introduce literature to struggling readers. Each 64-page hardcover book retains key phrases and quotations from the original classics. The Adventures of Huckleberry Finn takes place on the Mississippi during the late 1800s... when the riverboat and small towns along the river were adventurous, exciting, and romantic.",Classics,1
Dav Pilkey,The Adventures of Super Diaper Baby,"Move over, Dav Pilkey, it's George and Harold's turn to tell the tale of the all-new superhero who's faster than a speeding stroller and more powerful than diaper rash. Make way for Super Diaper Baby! Oh, no! It looks like George and Harold are in trouble again. . . . As punishment, the boys have to write a 100-page report on ""good citizenship,"" and they have been specifically ordered NOT to make another comic about Captain Underpants. So what do they do? They create an all-new superhero . . . Super Diaper Baby! Super Diaper Baby's archenemy, Deputy Dangerous, wants to steal his powers and take over the planet. Will the diaper-wearing dynamo defeat the deputy, or is the entire Earth doomed? This new paper-over-board edition includes a 16-page behind-the-scenes bonus section!","Graphic Novels, Humor, Childrens, Fiction, Comics, Fantasy, Chapter Books",1
Mark Twain,The Adventures of Tom Sawyer,"This is Mark Twain’s first novel about Huck Finn and Tom Sawyer, and it has become one of the world’s best-loved books. It is a fond reminiscence of life in Hannibal, Missouri, an evocation of Mark Twain’s own boyhood along the banks of the Mississippi during the 1840s. ""Most of the adventures recorded in this book really occurred,"" he tells us. This is a book one never Tom whitewashing Aunt Polly’s fence, Tom and Huck’s dreadful oath, their cure for warts (""spunk water"" and dead cats), Tom’s puppy love for Becky Thatcher, the boys playing ""pirate"" on Jackson’s Island.  This Mark Twain Library text is the only edition since the first (1876) to be based directly on the author’s manuscript and to include all of the ""200 rattling pictures"" Mark Twain commissioned from one of his favorite illustrators, True W. Williams.","Fiction, Classics, Adventure, Historical Fiction, Young Adult, Literature, Childrens",1
Phyllis Reynolds Naylor,Alice (series),Young adult fiction,Coming-of-age,1
Jason Reynolds and Brendan Kiely,All American Boys,"thought to promote anti-police views, contain divisive topics, and be “too much of a sensitive matter right now, A novel exploring the aftermath of a racially charged incident of police brutality, told from the perspectives of two teenage boys, one Black and one white. Challenged for its realistic portrayal of systemic racism and police violence, with some critics objecting to its perceived anti-police message and sensitive subject matter.","Young adult fiction, social issues",1
George M. Johnson,All Boys Aren't Blue,"In a series of personal essays, prominent journalist and LGBTQIA+ activist George M. Johnson explores his childhood, adolescence, and college years in New Jersey and Virginia. From the memories of getting his teeth kicked out by bullies at age five, to flea marketing with his loving grandmother, to his first sexual relationships, this young-adult memoir weaves together the trials and triumphs faced by Black queer boys.  Both a primer for teens eager to be allies as well as a reassuring testimony for young queer men of color, All Boys Aren't Blue covers topics such as gender identity, toxic masculinity, brotherhood, family, structural marginalization, consent, and Black joy. Johnson's emotionally frank style of writing will appeal directly to young adults.","Nonfiction, Memoir, LGBT, Audiobook, Queer, Banned Books, Biography",1
Robert Penn Warren,All the King's Men,"A cynical rise and fall of a southern politician, revealing corruption and moral ambiguity.","Political fiction, historical fiction",1
Luis J. Rodriguez,Always Running,"Luis J. Rodríguez’s stunning memoir—a brave, unflinching account of life in a Los Angeles street gang   Luis J. Rodríguez joined his first gang at age eleven. As a teenager, he witnessed the rise of some of the most notorious cliques and sets in Southern California and knew only a life of violence—one that revolved around drugs, gang wars, and police brutality. But unlike most of those around him, Rodríguez found a way out when art, writing, and political activism rescued him from the brink of self-destruction.","Nonfiction, Memoir, Biography, Banned Books, Crime, True Crime, Autobiography",1
E. R. Frank,America,"Acclaimed author E.R. Frank writes provocative fiction. America, a foulmouthed, yet endearing 16-year-old, attempts suicide and is placed in the care of psychiatrists at Ridgeway mental hospital. There he learns to cope with a past filled with neglect and mistreatment with the help of Dr. B. Alternating between Americas present- day stay at the hospital and his past, living in the care of his older brothers, America is a stark exploration of the mind of an inner-city youth.","Young Adult, Realistic Fiction, Fiction, Banned Books, Mental Illness, Teen, Mental Health",1
Bret Easton Ellis,American Psycho,"Wealthy banker Patrick Bateman's facade crumbles, revealing a violent, consumer-driven psychosis in this dark, satirical horror novel.","Dark comedy, thriller",1
Theodore Dreiser,An American Tragedy,"'An American Tragedy' is the story of Clyde Griffiths, who spends his life in the desperate pursuit of success. On a deeper, more profound level, it is the masterful portrayal of the society whose values both shape Clyde's ambitions and seal his fate; it is an unsurpassed depiction of the harsh realities of American life and of the dark side of the American dream. Extraordinary in scope and power, vivid in its sense of wholesale human waste, unceasing in its rich compassion, 'An American Tragedy' stands as Theodore Dreiser's supreme achievement.  Based on an actual criminal case, 'An American Tragedy' was the inspiration for the film 'A Place in the Sun', which won six Academy Awards and starred Elizabeth Taylor and Montgomery Clift.","Classics, Fiction, Literature, Historical Fiction, American, Novels, Banned Books",1
William Powell,The Anarchist Cookbook,"Perhaps the most notorius How To manual on the market. This is the most asked for book that we know of. Is it any good? Well, it's now in its 29th printing since 1971, has chapters on home preparation of weapons, electronics, drugs, and explosives. Extensively illustrated, 8.5 x 11, 160 pp., softcover.","Nonfiction, Politics, Banned Books, Reference, Science, Classics, Survival",1
Lois Lowry,Anastasia Krupnik (series),"The Girl Who Thinks for Herself is ANASTASIA KRUPNIK  She's a crackle-brained, fizzle-headed, freckle-faced dynamo who's easy-going about most things.  Her dad's a poet, her mum's an artist, but just sometimes she wonders how she can possibly survive family life. The arrival of a baby brother and then having to move to the suburbs pushes her to the very limits. Should she leave home now, should she get a job, or should she just finish her chocolate pudding and jump out the window?  THE FIRST THREE ANASTASIA NOVELS ARE BROUGHT TOGETHER IN THIS SPECIAL COLLECTION:","Childrens, Fiction",1
Peter Parnell and Justin Richardson,And Tango Makes Three,"The heartwarming true story of two penguins who create a nontraditional family is now available in a sturdy board book edition.  At the penguin house at the Central Park Zoo, two penguins named Roy and Silo were a little bit different from the others. But their desire for a family was the same. And with the help of a kindly zookeeper, Roy and Silo got the chance to welcome a baby penguin of their very own.  In time for the tenth anniversary of And Tango Makes Three , this Classic Board Book edition is the perfect size for small hands.","Picture Books, LGBT, Banned Books, Childrens, Animals, Nonfiction, Family",1
George Orwell,Animal Farm,"Librarian's note: There is an Alternate Cover Edition for this edition of this book here.  A farm is taken over by its overworked, mistreated animals. With flaming idealism and stirring slogans, they set out to create a paradise of progress, justice, and equality. Thus the stage is set for one of the most telling satiric fables ever penned –a razor-edged fairy tale for grown-ups that records the evolution from revolution against tyranny to a totalitarianism just as terrible. When Animal Farm was first published, Stalinist Russia was seen as its target. Today it is devastatingly clear that wherever and whenever freedom is attacked, under whatever banner, the cutting clarity and savage comedy of George Orwell’s masterpiece have a meaning and message still ferociously fresh.","Fiction, Dystopia, Fantasy, School, Literature, Science Fiction, Novels",1
Anne Frank,Anne Frank: Diary of a Young Girl,"Writing in a diary is a really strange experience for someone like me. Not only because I’ve never written anything before, but also because it seems to me that later on neither I nor anyone else will be interested in the musings of a thirteen-year old school girl. Oh well, it doesn’t matter. I feel like writing. -Anne Frank The Diary of a Young Girl is a remarkable first-hand account of the life of a holocaust victim, Anne Frank. A young girl in her teenage, Anne, documented her experiences from 1942 to 1944 during the German occupation of the Netherlands. Living in hiding with her family for these tumultuous years, Anne documents not only the upheaval of the dark times but also the plain and simple emotions and views of a teenage girl. This marvelously rendered account is not only a potent reminder of the horrors of the evils perpetrated by humans but also is a vivid and earnest testimonial of the human spirit. “The single most compelling personal account of the Holocaust . . . remains astonishing and excruciating.” -The New York Times “How brilliantly Anne Frank captures the self-conscious alienation and naïve self-absorption of adolescence.” -Newsday","Classics, History",1
Louise Rennison,"Angus, Thongs and Full-Frontal Snogging",Free Delivery if order value from the seller is greater than 399. Used Book in good condition. No missing/ torn pages. No stains. Note: The above used product classification has been solely undertaken by the seller. Amazon shall neither be liable nor responsible for any used product classification undertaken by the seller. A-to-Z Guarantee not applicable on used products.,"Young Adult, Fiction, Humor, Romance, Contemporary, Chick Lit, Teen",1
Judy Blume,"Are You There God? It's Me, Margaret.","Margaret Simon, almost twelve, likes long hair, tuna fish, the smell of rain, and things that are pink. She’s just moved from New York City to Farbrook, New Jersey, and is anxious to fit in with her new friends—Nancy, Gretchen, and Janie. When they form a secret club to talk about private subjects like boys, bras, and getting their first periods, Margaret is happy to belong.  But none of them can believe Margaret doesn’t have religion, and that she isn’t going to the Y or the Jewish Community Center. What they don’t know is Margaret has her own very special relationship with God. She can talk to God about everything—family, friends, even Moose Freed, her secret crush.  Margaret is funny and real, and her thoughts and feelings are oh-so-relatable—you’ll feel like she’s talking right to you, sharing her secrets with a friend.","Young Adult, Fiction, Childrens, Classics, Middle Grade, Coming Of Age, Realistic Fiction",1
Ron Koertge,The Arizona Kid,"A trip out West to work at a racetrack — and a sojourn with a sophisticated gay uncle — bring unexpected discoveries in this quick-witted coming-of-age novel by the author of STONER & SPAZ and MARGAUX WITH AN X.  I was in the West. The Old West. The Wild West! A whole summer in a new place: a place away from my parents, a place so hot the girls probably wore bikinis to church, a place where I'd take a giant step toward my dream: becoming a vet. A place where — who knows? — anything might happen.  From the moment sixteen-year-old Billy steps off the train in Tucson, he knows this will be a summer unlike any he's seen in small-town Bradleyville, Missouri. For starters, he's staying with his cool gay uncle, who has managed to get him a job at the racetrack caring for horses. Still, Billy doesn't expect the horseracing world to be quite as rough and tumble as this — toiling side by side with a macho survivalist and falling hard for the feisty, romance-shy ""exercise girl"" Cara Mae. With his trademark fast-paced dialogue filled with wit and compassion, Ron Koertge tells the tale of an insecure teen who discovers that gaining stature involves more than Stetsons and boots — and that lessons on love and manhood come from the places you least expect.","Young Adult, Fiction, Banned Books, LGBT, Teen, Queer, Realistic Fiction",1
Michael A. Bellesiles,Arming America,"Our Review   In the current debate over the role of guns in American life, there is one historical notion in particular that invigorates those who believe that an America stocked to the rafters with privately held firearms is the best and truest America.  I refer to the truism that our national identity has always been inextricably tied to our unparalleled intimacy with guns, that the pioneers who settled this country did so with musket ever at hand to provide food and self-defense; our Revolution was won by valorous citizen-soldiers taking up their trusty flintlocks in defense of hearth and home; and the Constitution's framers, mindful of this heritage, instituted an absolute freedom of individual gun ownership as a forever necessary safeguard against tyranny.","Nonfiction, History, Banned Books, Politics, American History, Education, Social",1
William Faulkner,As I Lay Dying,"As I Lay Dying is Faulkner’s harrowing account of the Bundren family’s odyssey across the Mississippi countryside to bury Addie, their wife and mother. Narrated in turn by each of the family members -- including Addie herself -- as well as others; the novel ranges in mood, from dark comedy to the deepest pathos. Considered one of the most influential novels in American fiction in structure, style, and drama, As I Lay Dying is a true 20th-century classic. This edition reproduces the corrected text of As I Lay Dying as established in 1985 by Noel Polk.","Classics, Fiction, Literature, Novels, American, School, Southern Gothic",1
Joanna Cole,Asking About Sex and Growing Up,"What do you want to know about sex?  Information about sex is everywhere. But what you learn from TV, movies, the internet, and friends is not always a healthy or accurate view of sexuality.  Now revised and updated with current facts, Joanna Cole's ""Asking About Sex & Growing Up ""is the perfect book to provide answers to questions about sex. Writing especially for preteens, the author uses a question-and-answer format to offer straightforward information on a wide variety of subjects related to sex and puberty.","Nonfiction, Health, Banned Books, Middle Grade, Science, Childrens, Challenged Books",1
Chris Crutcher,Athletic Shorts,"These six powerful short stories chronicle bits of the lives of characters, major and minor, who have walked the rugged terrain of Chris Crutcher's earlier works. They also introduce some new and unforgettable personalities who may well be heard from again in future books. As with all Crutcher's work, these are stories about athletes, and yet they are not sport stories. They are tales of love and death, bigotry and heroism, of real people doing their best even when that best isn't very good. Crutcher's straightforward style and total honesty have earned him an admiring audience and made readers of many nonreaders.","Young Adult, Short Stories, Sports, Banned Books, Fiction, Realistic Fiction, Teen",1
Kate Chopin,The Awakening,"The Awakening shocked turn-of-the-century readers with its forthright treatment of sex and suicide. Departing from literary convention, Kate Chopin failed to condemn her heroine's desire for an affair with the son of a Louisiana resort owner, whom she meets on vacation. The power of sensuality, the delusion of ecstatic love, and the solitude that accompanies the trappings of middle- and upper-class life are the themes of this now-classic novel. As Kaye Gibbons points out in her Introduction, Chopin ""was writing American realism before most Americans could bear to hear that they were living it.""","Classics, Fiction, Short Stories, Feminism, School, Literature, American",1
Tanya Lee Stone,A Bad Boy Can Be Good For a Girl,"Explores the complexities of teenage relationships, challenging stereotypes and examining the impact of 'bad boy' dynamics.","Young adult fiction, contemporary romance",1
Nick Bruel,Bad Kitty (series),"Children's literature, humor","Humorous, chaotic cat adventures",1
Toni Morrison,Beloved,"Staring unflinchingly into the abyss of slavery, this novel transforms history into a story as powerful as Exodus and as intimate as a lullaby. Sethe, its protagonist, was born a slave and escaped to Ohio, but eighteen years later she is still not free. She has too many memories of Sweet Home, the beautiful farm where so many hideous things happened. And Sethe's new home is haunted by the ghost of her baby, who died nameless and whose tombstone is engraved with a single Beloved.","Fiction, Classics, Historical Fiction, Magical Realism, Historical, Literature, School",1
"Matt Fraction, illus. by Chip Zdarsky",Big Hard Sex Criminals,"When Suzie and Jon have sex, time stops -- literally. So they did what any of us would do at they got into the business of robbing banks. But things got a little serious. And the only business Suzie and Jon want to be into is each other's, but the bank -- and life -- have other ideas.  Suzie and Jon break up and come together one last time in this gorgeous hardcover volume collecting the big climax of the award-winning, best-selling, ground-breaking sex comedy-slash-love story SEX CRIMINALS, complete with flashforward epilogue, bonus content created exclusively for this volume, and a modesty cover beneath the dust jacket to enable shame-free public consumption in this, the biggest, hardest SEX CRIMINALS yet.  ""Part romance, part sex comedy, and part heist drama, [SEX CRIMINALS] manages to turn a story about two lovers who rob banks with orgasms into the most emotionally realistic and relatable sex comic ever made."" -- Wired Magazine  “SEX CRIMINALS grapples with no shortage of subjects; grief, mental health, self-medication, consent, rejection, and butt plugs are all handled thoughtfully. It’s hilarious, considered, and sex-positive, but if you’re just into cuddling that’s fine, too.” -- The Ringer  “Who knew that Image Comics (...) would become the premier publisher of forward-thinking genre comics? Consider (SEX CRIMINALS) Exhibit A.” -- Rolling Stone  “A smart, funny, sex-positive comic book for readers of all genders and predilections.” -- Slate  “(T)he story transcends the sex and the jokes to take a hard, wet look at what humans do when we do sex... An astounding read.” - BoingBoing Collects SEX CRIMINALS 21-30, 69.","Comics, Graphic Novels, Fiction, Fantasy, Humor, Science Fiction, Romance",1
Richard Wright,Black Boy,"Richard Wright grew up in the woods of Mississippi amid poverty, hunger, fear, and hatred. He lied, stole, and raged at those around him; at six he was a ""drunkard,"" hanging about in taverns. Surly, brutal, cold, suspicious, and self-pitying, he was surrounded on one side by whites who were either indifferent to him, pitying, or cruel, and on the other by blacks who resented anyone trying to rise above the common lot.  Black Boy is Richard Wright's powerful account of his journey from innocence to experience in the Jim Crow South. It is at once an unashamed confession and a profound indictment—a poignant and disturbing record of social injustice and human suffering.","Classics, Nonfiction, Memoir, Biography, African American, Race, Autobiography",1
Rudolfo Anaya,"Bless Me, Ultima","Antonio Marez is six years old when Ultima enters his life. She is a curandera, one who heals with herbs and magic. 'We cannot let her live her last days in loneliness,' says Antonio's mother. 'It is not the way of our people,' agrees his father. And so Ultima comes to live with Antonio's family in New Mexico. Soon Tony will journey to the threshold of manhood. Always, Ultima watches over him. She graces him with the courage to face childhood bigotry, diabolical possession, the moral collapse of his brother, and too many violent deaths. Under her wise guidance, Tony will probe the family ties that bind him, and he will find in himself the magical secrets of the pagan past—a mythic legacy equally as palpable as the Catholicism of Latin America in which he has been schooled. At each turn in his life there is Ultima who will nurture the birth of his soul.","Fiction, Classics, Magical Realism, Young Adult, Historical Fiction, School, Banned Books",1
Annette Curtis Klause,Blood and Chocolate,"Vivian Gandillon relishes the change, the sweet, fierce ache that carries her from girl to wolf. At sixteen, she is beautiful and strong, and all the young wolves are on her tail. But Vivian still grieves for her dead father; her pack remains leaderless and in disarray, and she feels lost in the suburbs of Maryland. She longs for a normal life. But what is normal for a werewolf?  Then Vivian falls in love with a human, a meat-boy. Aiden is kind and gentle, a welcome relief from the squabbling pack. He’s fascinated by magic, and Vivian longs to reveal herself to him. Surely he would understand her and delight in the wonder of her dual nature, not fear her as an ordinary human would.  Vivian’s divided loyalties are strained further when a brutal murder threatens to expose the pack. Moving between two worlds, she does not seem to belong in either. What is she really—human or beast? Which tastes sweeter—blood or chocolate?","Young Adult, Fantasy, Romance, Paranormal, Werewolves, Urban Fantasy, Fiction",1
Judy Blume,Blubber,"Blubber is a good name for her, the note from Wendy says about Linda. Jill crumples it up and leaves it on the corner of her desk. She doesn't want to think about Linda or her dumb report on the whale just now. Jill wants to think about Halloween.  But Robby grabs the note, and before Linda stops talking it has gone halfway around the room.  That's where it all starts. There's something about Linda that makes a lot of kids in her fifth-grade class want to see how far they can go -- but nobody, least of all Jill, expects the fun to end where it does.  A Outstanding Book of the Year","Fiction, Young Adult, Childrens, Middle Grade, Realistic Fiction, Banned Books, Classics",1
Toni Morrison,The Bluest Eye,A devastating portrayal of internalized racism and its effects on a young Black girl's desire for white beauty standards.,"Literary fiction, African-American literature",1
Jeff Smith,Bone (series),"After being run out of Boneville, the three Bone cousins - Fone Bone, Phoney Bone and Smiley Bone, are separated and lost in a vast uncharted desert. One by one, they find their way into a deep forested valley filled with wonderful and terrifying creatures.","Graphic Novels, Comics, Fantasy, Fiction, Adventure, Young Adult, Middle Grade",1
Louis Sachar,The Boy Who Lost His Face,"In the book The Boy Who Lost His Face Louis Sachar, a boy named David tries to get in the cool group by helping his friends Scott, Randy, and Roger carry out a prank. Their target was an elderly woman who was called a witch by all the kids in the neighborhood. When they attacked her and stole her cane David flicks her off to try to impress Randy. But when they leave the old lady cried out to David ""Your Doppelgänger will regurgitate on your soul!"" The following days David finds himself experiencing strange happenings that lead him to believe that he is cursed. After being rejected by Randy and his gang David finds himself unable to do anything right. He breaks his parent's window, his little brother hates him, his zipper is unzipped, his pants fall down in front of the whole school, and he falls off his chair in every class. He also makes friends with the weird kids in the school, Larry and Maureen ""Mo"". His actions make him seem like one of the three stooges.","Young Adult, Fiction, Middle Grade, Banned Books, Childrens, Humor, Realistic Fiction",1
Wardell Pomeroy,Boys and Sex,"Libro usado en buenas condiciones, por su antiguedad podria contener señales normales de uso","Banned Books, Young Adult",1
Evelyn Waugh,Brideshead Revisited,"The gorgeous 75th-anniversary edition of Brideshead Revisited, the novel selected by Modern Library as one of the 100 best of the century.   The wellsprings of desire and the impediments to love come brilliantly into focus in Evelyn Waugh's masterpiece—a novel that immerses us in the glittering and seductive world of English aristocracy in the waning days of the empire.  Through the story of Charles Ryder's entanglement with the Flytes, a great Catholic family, Evelyn Waugh charts the passing of the privileged world he knew in his own youth and vividly recalls the sensuous pleasures denied him by wartime austerities. At once romantic, sensuous, comic, and somber, transcends Waugh's early satiric explorations and reveals him to be an elegiac, lyrical novelist of the utmost feeling and lucidity.","Fiction, Historical Fiction, Classics, Literature, Novels, British Literature, LGBT",1
Harry Allard,Bumps in the Night,"When he discovers his house is haunted, Dudley Stork enlists the help of his friends to find out what is causing the spooky noises.","Banned Books, Childrens, Fiction, Challenged Books, Chapter Books, Paranormal, Ghosts",1
Jack London,The Call of the Wild,"The plot concerns a previously domesticated dog named Buck, whose primordial instincts return after a series of events leads to his serving as a sled dog in the Yukon. Buck learns from his experiences and becomes a pack-dominating feral beast. He learns lessons and relies on resurgent behaviors inherited from his wild predecessors, helping him to survive adversity as a ferocious animal.","Classics, Fiction, Adventure, Animals, Literature, Historical Fiction, Young Adult",1
Dav Pilkey,Captain Underpants (series),"Two mischievous boys accidentally hypnotize their principal into believing he's a superhero, leading to absurd and comical adventures.","Children's literature, humorous fiction",1
Stephen King,Carrie,"A modern classic, Carrie introduced a distinctive new voice in American fiction -- Stephen King. The story of misunderstood high school girl Carrie White, her extraordinary telekinetic powers, and her violent rampage of revenge, remains one of the most barrier-breaking and shocking novels of all time.  Make a date with terror and live the nightmare that is...Carrie --back cover","Horror, Fiction, Thriller, Classics, Fantasy, Paranormal, Supernatural",1
Kurt Vonnegut,Cat's Cradle,"A satirical exploration of truth, religion, and the potential for human self-destruction through a bizarre, fragmented narrative.","Satirical science fiction, postmodern literature",1
Joseph Heller,Catch-22,"Fifty years after its original publication, Catch-22 remains a cornerstone of American literature and one of the funniest—and most celebrated—books of all time. In recent years it has been named to “best novels” lists by Time, Newsweek, the Modern Library, and the London Observer.  Set in Italy during World War II, this is the story of the incomparable, malingering bombardier, Yossarian, a hero who is furious because thousands of people he has never met are trying to kill him. But his real problem is not the enemy—it is his own army, which keeps increasing the number of missions the men must fly to complete their service. Yet if Yossarian makes any attempt to excuse himself from the perilous missions he’s assigned, he’ll be in violation of Catch-22, a hilariously sinister bureaucratic rule: a man is considered insane if he willingly continues to fly dangerous combat missions, but if he makes a formal request to be removed from duty, he is proven sane and therefore ineligible to be relieved.  This fiftieth-anniversary edition commemorates Joseph Heller’s masterpiece with a new introduction by Christopher Buckley; a wealth of critical essays and reviews by Norman Mailer, Alfred Kazin, Anthony Burgess, and others; rare papers and photos from Joseph Heller’s personal archive; and much more. Here, at last, is the definitive edition of a classic of world literature.","Classics, Fiction, Historical Fiction, War, Humor, Literature, Novels",1
J. D. Salinger,The Catcher in the Rye,"A disillusioned teenager's journey through New York City, grappling with alienation, phoniness, and the loss of innocence.","Coming-of-age novel, literary fiction",1
Dave Pelzer,A Child Called It,"Also see: Alternate Cover Editions for this ISBN [ACE] ACE #1  This book chronicles the unforgettable account of one of the most severe child abuse cases in California history. It is the story of Dave Pelzer, who was brutally beaten and starved by his emotionally unstable, alcoholic mother: a mother who played tortuous, unpredictable games—games that left him nearly dead. He had to learn how to play his mother's games in order to survive because she no longer considered him a son, but a slave; and no longer a boy, but an ""it."" Dave's bed was an old army cot in the basement, and his clothes were torn and raunchy. When his mother allowed him the luxury of food, it was nothing more than spoiled scraps that even the dogs refused to eat. The outside world knew nothing of his living nightmare. He had nothing or no one to turn to, but his dreams kept him alive—dreams of someone taking care of him, loving him and calling him their son.","Nonfiction, Memoir, Biography, Psychology, Autobiography, Abuse, Biography Memoir",1
Robert Cormier,The Chocolate War,"One of the most controversial YA novels of all time, The Chocolate War is a modern masterpiece that speaks to fans of S. E. Hinton’s The Outsiders and John Knowles’s A Separate Peace.   After suffering rejection from seven major publishers, The Chocolate War made its debut in 1974, and quickly became a bestselling—and provocative—classic for young adults. This chilling portrait of an all-boys prep school casts an unflinching eye on the pitfalls of conformity and corruption in our most elite cultural institutions. “Masterfully structured and rich in theme; the action is well crafted, well timed, suspenseful.”—The New York Times Book Review   “The characterizations of all the boys are superb.”—School Library Journal, starred review “Compellingly immediate. . . . Readers will respect the uncompromising ending.”—Kirkus Reviews, starred review","Young Adult, Fiction, Classics, Banned Books, Realistic Fiction, School, Teen",1
Stephen King,Christine,"A possessed 1958 Plymouth Fury terrorizes a small town, fueled by jealousy and a malevolent supernatural force.","Horror, thriller",1
Anthony Burgess,A Clockwork Orange,"A Clockwork Orange is Anthony Burgess’s most famous novel and its impact on literary, musical and visual culture has been extensive. The novel is concerned with the conflict between the individual and the state, the punishment of young criminals, and the possibility or otherwise of redemption. The linguistic originality of the book, and the moral questions it raises, are as relevant now as they ever were.  Source: anthonyburgess.org","Fiction, Science Fiction, Dystopia, Horror, Literature, Novels, Banned Books",1
Alice Walker,The Color Purple,"A powerful story of a Black woman's journey through abuse, resilience, and self-discovery in the early 20th-century American South.","Epistolary novel, literary fiction, historical fiction",1
Tong-hwa Kim,The Color of the Earth (trilogy),"First love is never easy.  Ehwa grows up helping her widowed mother run the local tavern, watching as their customers - both neighbors and strangers - look down on her mother for her single lifestyle. Their social status isolates Ehwa and her mother from the rest of the people in their quiet country village. But as she gets older and sees her mother fall in love again, Ehwa slowly begins to open up to the possibility of love in her life.  In the tradition of and , from the pen of the renowned Korean manwha creator Kim Dong Hwa, comes a trilogy about a girl coming of age, set in the vibrant, beautiful landscape of pastoral Korea.","Graphic Novels, Manga, Young Adult, Comics, Fiction, Historical Fiction, Romance",1
Sarah J. Maas,A Court of Mist and Fury,"A young woman, grappling with trauma and newfound powers, navigates complex relationships and a looming war in a fantastical world.","Fantasy romance, new adult",1
